Species,Country.of.Origin,Region,Bag.Weight,In.Country.Partner,Harvest.Year,Variety,Processing.Method,Color,Number.of.Bags,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects,altitude_mean_meters,grading_year,grading_month
0,10,286,28,18,10,26,4,2,2,83.33,0.11,0,0.0,4,1280.16,2013,10
0,3,219,41,2,11,5,0,2,250,83.33,0.11,0,0.0,1,1000.0,2013,4
0,9,210,40,3,11,2,4,2,250,83.33,0.11,0,0.0,3,1310.64,2013,2
0,1,138,37,18,10,2,4,3,220,83.33,0.0,0,0.0,5,1880.0,2012,8
0,3,112,41,2,10,5,4,2,250,83.33,0.0,0,0.0,1,1750.0,2012,5
0,18,254,33,9,19,26,4,0,50,83.25,0.11,0,0.0,0,1600.0,2017,3
0,4,279,30,18,17,4,2,2,29,83.25,0.11,0,0.0,0,1900.0,2017,1
0,9,200,0,3,17,16,4,2,275,83.25,0.11,0,2.0,7,2100.0,2016,8
0,3,112,26,2,16,5,0,2,304,83.25,0.0,0,0.0,2,442.0,2015,11
0,18,71,15,4,15,26,0,1,11,83.25,0.12,0,0.0,2,1261.0,2015,7
0,26,193,9,18,15,2,4,0,10,83.25,0.1,0,0.0,0,1000.0,2015,6
0,26,325,37,6,13,26,4,2,10,83.25,0.1,0,0.0,0,800.0,2014,11
0,3,90,41,2,13,5,0,2,250,83.25,0.0,0,0.0,0,1483.0,2014,6
0,9,9,40,3,13,5,4,2,26,83.25,0.1,0,0.0,1,1500.0,2014,3
0,3,112,41,2,11,5,4,2,275,83.25,0.11,0,0.0,1,1750.0,2013,8
0,18,49,2,0,11,2,4,2,200,83.25,0.12,0,0.0,6,1300.0,2013,3
0,18,100,2,0,10,5,4,0,54,83.25,0.12,0,0.0,0,1000.0,2012,7
0,9,210,2,3,10,2,4,2,250,83.25,0.11,0,0.0,9,1310.64,2012,7
0,0,103,37,15,10,27,3,0,30,83.25,0.11,0,0.0,1,1200.0,2012,2
0,3,112,41,2,10,5,4,2,250,83.25,0.12,0,0.0,1,175.0,2012,2
0,3,148,41,2,10,5,4,2,175,83.25,0.11,0,0.0,0,1775.0,2012,2
0,3,112,41,2,1,28,5,3,250,83.25,0.08,0,0.0,0,1700.0,2011,6
0,3,72,41,2,26,28,5,3,250,83.25,0.04,0,0.0,1,1800.0,2011,1
0,0,265,37,8,20,2,0,2,320,83.17,0.11,0,0.0,4,890.0,2017,10
0,9,210,40,3,19,2,4,2,275,83.17,0.1,0,0.0,1,1901.0,2017,8
0,27,178,37,22,17,2,4,2,320,83.17,0.12,0,0.0,3,168.0,2017,6
0,33,73,15,18,19,3,0,3,1,83.17,0.07,0,0.0,0,1550.0,2017,5
0,9,9,10,3,17,5,4,2,250,83.17,0.11,2,2.0,3,1500.0,2016,5
0,11,164,40,12,17,4,4,0,275,83.17,0.11,0,1.0,1,1450.0,2016,5
0,2,318,37,25,15,3,4,2,3,83.17,0.11,0,0.0,0,1200.0,2016,4
0,2,75,37,25,15,3,4,2,3,83.17,0.1,0,0.0,3,1600.0,2016,4
0,7,11,40,16,17,2,4,2,275,83.17,0.0,0,0.0,0,1350.0,2016,3
0,9,9,40,3,15,2,4,2,150,83.17,0.11,0,0.0,1,1500.0,2015,10
0,9,210,40,3,15,2,4,2,100,83.17,0.12,0,0.0,3,1650.0,2015,9
0,14,139,15,13,13,21,4,1,300,83.17,0.1,0,0.0,1,250.5,2015,7
0,28,285,2,18,13,28,4,1,1,83.17,0.12,0,0.0,0,800.0,2015,6
0,27,169,37,1,13,14,4,1,180,83.17,0.13,0,0.0,6,1653.0,2014,12
0,3,112,41,2,13,5,4,3,232,83.17,0.0,0,0.0,4,1775.0,2014,11
0,29,87,37,24,13,20,4,1,84,83.17,0.1,0,0.0,0,1800.0,2014,10
0,11,237,2,12,11,4,0,2,275,83.17,0.1,0,0.0,5,1450.0,2014,4
0,11,65,2,12,14,5,0,2,275,83.17,0.11,0,0.0,3,1350.0,2014,4
0,9,237,40,3,13,4,4,2,200,83.17,0.09,0,0.0,1,1524.0,2014,3
0,27,141,2,22,13,2,4,2,300,83.17,0.12,0,0.0,1,1800.0,2014,1
0,9,210,40,3,11,2,4,2,250,83.17,0.11,0,0.0,2,1310.64,2013,4
0,18,49,2,0,11,26,4,2,45,83.17,0.11,0,0.0,2,1500.0,2013,3
0,18,288,2,0,10,26,4,3,10,83.17,0.12,3,0.0,8,532.0,2012,9
0,18,231,2,0,10,15,4,3,10,83.17,0.14,0,0.0,10,1089.0,2012,9
0,3,112,41,2,10,5,4,2,275,83.17,0.11,1,0.0,2,1775.0,2012,8
0,18,234,2,0,10,26,4,2,15,83.17,0.13,0,0.0,5,700.0,2012,7
0,3,112,41,2,10,5,4,0,250,83.17,0.11,0,0.0,0,1750.0,2012,6
0,18,145,2,0,10,26,4,3,250,83.17,0.11,0,0.0,5,1380.0,2012,6
0,0,265,37,15,10,13,0,2,50,83.17,0.12,0,0.0,1,1000.0,2012,3
0,0,176,37,15,10,13,0,2,100,83.17,0.11,0,0.0,4,950.0,2012,2
0,9,210,15,18,10,2,4,2,250,83.17,0.0,0,0.0,10,1402.08,2012,2
0,0,265,37,15,8,13,3,0,25,83.17,0.12,0,0.0,3,1000.0,2011,12
0,0,265,37,15,8,28,5,3,90,83.17,0.02,0,0.0,2,900.0,2011,10
0,7,241,40,18,7,28,5,3,250,83.17,0.14,0,0.0,3,1200.0,2011,8
0,3,72,41,2,17,5,4,2,275,83.08,0.0,0,1.0,4,1799.0,2017,2
0,0,265,37,8,15,27,2,1,320,83.08,0.11,0,2.0,2,905.0,2016,4
0,0,265,15,8,16,27,0,2,320,83.08,0.0,0,0.0,3,1.0,2015,10
0,26,85,37,18,15,26,0,2,20,83.08,0.0,0,0.0,0,750.0,2015,5
0,0,265,15,18,14,2,4,2,300,83.08,0.0,0,0.0,1,1200.0,2014,10
0,4,40,2,19,13,4,4,2,250,83.08,0.1,0,0.0,3,1300.0,2014,7
0,26,51,24,6,12,26,1,3,50,83.08,0.11,0,0.0,0,1300.0,2013,12
0,18,242,2,0,10,14,4,3,10,83.08,0.1,0,0.0,1,1400.0,2012,6
0,3,35,41,2,24,28,5,3,250,83.08,0.08,1,0.0,3,1880.0,2011,2
0,13,81,37,20,6,28,5,3,10,83.08,0.0,0,0.0,0,1350.0,2010,11
0,0,265,37,8,20,2,0,2,320,83.0,0.0,0,0.0,4,890.0,2017,10
0,0,265,37,8,17,2,0,1,320,83.0,0.11,0,2.0,3,872.0,2016,8
0,29,137,37,24,15,2,4,2,310,83.0,0.12,0,0.0,6,1473.0,2016,7
0,3,112,41,2,17,28,5,2,25,83.0,0.11,0,0.0,4,442.0,2016,2
0,33,299,15,18,13,5,1,2,2,83.0,0.0,0,0.0,0,1550.0,2015,12
0,9,200,40,3,15,4,4,2,275,83.0,0.11,0,0.0,3,1550.0,2015,7
0,9,96,40,3,15,4,4,2,200,83.0,0.11,0,0.0,2,1371.6,2015,6
0,9,9,40,3,15,2,4,2,250,83.0,0.11,0,0.0,2,1500.0,2015,4
0,0,108,15,8,13,4,0,2,305,83.0,0.0,0,0.0,0,1000.0,2015,2
0,26,333,37,6,13,26,4,2,10,83.0,0.08,0,0.0,0,1200.0,2014,11
0,29,131,37,24,11,20,4,2,300,83.0,0.12,0,0.0,0,1800.0,2014,6
0,32,312,32,18,11,14,4,1,17,83.0,0.0,0,0.0,0,853.44,2014,6
0,9,9,40,3,13,2,4,2,26,83.0,0.1,1,0.0,0,1500.0,2014,3
0,4,40,2,19,11,4,4,2,250,83.0,0.11,0,0.0,3,1200.0,2014,2
0,0,269,15,18,12,27,3,1,250,83.0,0.12,0,0.0,4,1250.0,2014,1
0,3,112,41,2,11,5,4,2,120,83.0,0.11,1,0.0,1,1775.0,2013,11
0,3,112,41,2,11,5,4,2,250,83.0,0.0,0,0.0,0,1750.0,2013,8
0,3,219,41,2,11,5,0,2,250,83.0,0.11,0,0.0,1,1000.0,2013,3
0,3,219,41,2,11,5,0,2,250,83.0,0.0,0,0.0,2,1000.0,2013,4
0,3,112,41,2,10,5,4,2,275,83.0,0.11,1,0.0,2,1775.0,2012,10
0,18,18,2,0,10,26,3,2,20,83.0,0.11,0,0.0,7,1200.0,2012,7
0,18,61,2,0,10,2,4,2,250,83.0,0.11,5,0.0,8,1200.0,2012,7
0,3,112,41,2,10,5,4,2,250,83.0,0.0,0,0.0,4,1625.0,2012,5
0,3,112,41,2,10,5,4,2,250,83.0,0.11,0,0.0,0,1750.0,2012,6
0,9,149,2,3,10,2,4,2,275,83.0,0.1,0,0.0,2,1371.6,2012,4
0,3,148,2,2,8,5,4,1,121,83.0,0.12,0,0.0,0,1775.0,2011,12
0,0,265,37,8,20,2,0,2,320,82.92,0.0,0,0.0,0,890.0,2017,10
0,7,11,40,16,19,2,4,2,100,82.92,0.0,0,0.0,1,1350.0,2017,8
0,3,104,41,2,19,5,4,2,129,82.92,0.11,0,0.0,1,1500.0,2017,7
0,26,331,15,6,13,26,0,2,11,82.92,0.0,0,0.0,9,775.0,2015,9
0,24,29,15,23,15,14,4,0,250,82.92,0.11,0,0.0,1,1200.0,2015,7
0,24,15,15,18,13,14,4,1,4,82.92,0.0,0,0.0,0,1600.0,2015,7
0,18,71,15,4,15,26,0,0,11,82.92,0.13,0,0.0,3,1059.0,2015,7
0,18,49,15,18,15,2,4,1,275,82.92,0.12,2,0.0,8,1300.0,2015,6
0,0,41,15,8,14,12,3,2,300,82.92,0.11,0,0.0,16,11000.0,2014,8
0,29,87,37,24,11,20,4,2,1,82.92,0.12,0,0.0,0,1650.0,2014,6
0,29,303,37,24,11,20,4,2,1,82.92,0.12,0,0.0,4,1400.0,2014,6
0,9,9,40,3,13,2,4,2,250,82.92,0.1,0,0.0,1,1500.0,2014,4
0,9,9,40,3,13,5,0,2,26,82.92,0.1,0,0.0,2,1500.0,2014,3
0,3,112,41,2,11,5,4,2,250,82.92,0.11,0,0.0,2,1900.0,2013,9
0,3,112,41,2,11,5,0,1,250,82.92,0.0,0,0.0,0,1750.0,2013,3
0,9,111,40,3,11,2,4,2,250,82.92,0.11,0,0.0,2,1706.88,2013,3
0,3,10,41,2,11,14,4,2,250,82.92,0.11,3,0.0,5,1450.0,2013,1
0,18,217,2,0,10,26,0,2,15,82.92,0.1,0,0.0,4,1248.0,2012,7
0,33,82,15,18,10,14,0,3,1,82.92,0.0,0,0.0,17,1040.0,2012,7
0,18,147,2,0,10,26,4,2,100,82.92,0.14,1,0.0,4,1400.0,2012,3
0,14,201,33,13,19,21,4,2,27,82.83,0.1,0,0.0,3,1754.0,2017,10
0,9,237,40,3,19,2,4,2,50,82.83,0.11,1,1.0,2,1700.0,2017,6
0,0,265,37,8,15,27,2,1,320,82.83,0.11,0,2.0,2,905.0,2017,2
0,7,91,40,16,17,16,4,2,275,82.83,0.0,0,0.0,4,1250.0,2016,4
0,25,102,37,18,15,2,4,1,150,82.83,0.11,0,0.0,0,1900.0,2016,3
0,9,210,40,3,15,2,4,2,80,82.83,0.11,0,0.0,2,1219.2,2015,7
0,0,41,37,8,15,4,0,2,300,82.83,0.12,2,0.0,6,900.0,2015,5
0,3,112,19,6,13,14,4,3,100,82.83,0.0,0,0.0,1,1600.0,2015,3
0,30,23,37,18,13,14,1,3,300,82.83,0.0,0,0.0,9,1200.0,2015,2
0,9,9,40,3,13,2,4,2,250,82.83,0.1,0,0.0,4,1500.0,2014,3
0,3,245,2,2,11,26,0,2,40,82.83,0.0,4,0.0,4,1800.0,2014,1
0,3,112,41,2,11,5,4,2,125,82.83,0.11,0,0.0,3,1775.0,2013,5
0,27,13,15,22,10,0,4,2,300,82.83,0.11,0,0.0,5,1400.0,2013,4
0,18,145,2,0,10,5,4,2,250,82.83,0.12,2,0.0,10,1550.0,2012,8
0,18,297,2,0,10,2,4,0,250,82.83,0.12,0,0.0,7,1250.0,2012,7
0,9,210,2,3,10,2,4,2,250,82.83,0.11,0,0.0,10,1310.64,2012,7
0,18,145,2,0,10,26,4,3,250,82.83,0.11,0,0.0,2,1380.0,2012,6
0,7,241,40,18,7,28,5,3,250,82.83,0.0,1,0.0,3,1200.0,2011,8
0,9,244,40,3,19,5,4,2,275,82.75,0.11,0,0.0,8,1800.0,2017,10
0,9,237,40,3,19,2,4,2,50,82.75,0.11,0,0.0,4,1700.0,2017,9
0,9,244,40,3,19,2,4,2,50,82.75,0.1,0,0.0,1,1219.2,2017,9
0,9,210,40,3,19,2,4,2,25,82.75,0.1,0,0.0,1,1219.2,2017,8
0,13,248,2,20,19,23,1,0,2,82.75,0.12,0,0.0,15,1500.0,2017,8
0,9,94,40,3,19,2,4,2,25,82.75,0.12,0,0.0,0,157.8864,2017,6
0,26,330,5,18,17,27,0,2,8,82.75,0.0,0,0.0,0,650.0,2017,6
0,7,31,40,16,19,2,4,3,275,82.75,0.0,0,0.0,4,1250.0,2017,5
0,4,279,40,19,17,5,4,1,250,82.75,0.09,0,0.0,1,1850.0,2017,4
0,11,65,40,12,19,5,0,2,275,82.75,0.09,0,1.0,6,1400.0,2017,4
0,0,265,37,8,15,27,2,1,320,82.75,0.11,0,2.0,1,905.0,2016,4
0,2,318,37,25,15,3,0,2,3,82.75,0.1,0,0.0,0,1100.0,2016,4
0,2,170,37,25,15,3,4,2,3,82.75,0.11,0,0.0,2,1500.0,2016,4
0,3,112,41,2,13,5,4,0,250,82.75,0.0,0,0.0,2,1775.0,2014,11
0,16,188,37,1,13,8,4,1,29,82.75,0.12,0,0.0,0,1442.0,2014,11
0,9,124,40,3,13,16,4,2,250,82.75,0.13,0,0.0,2,1524.0,2014,6
0,3,112,2,2,13,26,4,2,275,82.75,0.12,0,0.0,0,165.0,2014,5
